name	type	units
FP1	n/a	uV
FP2	n/a	uV
F7	n/a	uV
F3	n/a	uV
FZ	n/a	uV
F4	n/a	uV
F8	n/a	uV
FT7	n/a	uV
FC3	n/a	uV
FCZ	n/a	uV
FC4	n/a	uV
FT8	n/a	uV
T7	n/a	uV
C3	n/a	uV
CZ	n/a	uV
C4	n/a	uV
T8	n/a	uV
M1	n/a	uV
TP7	n/a	uV
CP3	n/a	uV
CPZ	n/a	uV
CP4	n/a	uV
TP8	n/a	uV
M2	n/a	uV
P7	n/a	uV
P3	n/a	uV
PZ	n/a	uV
P4	n/a	uV
P8	n/a	uV
O1	n/a	uV
OZ	n/a	uV
O2	n/a	uV
HEO	n/a	uV
VEO	n/a	uV
EKG	n/a	uV
GSR	n/a	µS
Trigger	n/a	n/a
