onset	duration	sample	value
1.6e-05	n/a	0.016	63
2.054016	n/a	2054.016	17
3.091016	n/a	3091.016	23
8.049016	n/a	8049.016	49
12.200016	n/a	12200.016	2
12.700016	n/a	12700.016	48
14.434016	n/a	14434.016	5
16.433016	n/a	16433.016	16
17.447016	n/a	17447.016	22
22.449016	n/a	22449.016	49
25.100016	n/a	25100.016	2
25.601016	n/a	25601.016	48
27.951016	n/a	27951.016	4
29.952016	n/a	29952.016	14
30.966016	n/a	30966.016	20
35.968016	n/a	35968.016	49
38.318016	n/a	38318.016	1
38.818016	n/a	38818.016	48
39.952016	n/a	39952.016	5
41.952016	n/a	41952.016	16
42.966016	n/a	42966.016	22
47.968016	n/a	47968.016	49
49.852016	n/a	49852.016	4
50.352016	n/a	50352.016	48
52.452016	n/a	52452.016	3
54.489016	n/a	54489.016	15
55.482016	n/a	55482.016	21
60.469016	n/a	60469.016	49
62.386016	n/a	62386.016	3
62.886016	n/a	62886.016	48
63.736016	n/a	63736.016	3
65.736016	n/a	65736.016	12
66.749016	n/a	66749.016	18
71.752016	n/a	71752.016	49
73.603016	n/a	73603.016	2
74.103016	n/a	74103.016	48
75.503016	n/a	75503.016	4
77.504016	n/a	77504.016	16
78.517016	n/a	78517.016	22
83.519016	n/a	83519.016	49
85.219016	n/a	85219.016	4
85.720016	n/a	85720.016	48
87.903016	n/a	87903.016	1
89.903016	n/a	89903.016	13
90.920016	n/a	90920.016	19
95.920016	n/a	95920.016	49
98.121016	n/a	98121.016	2
98.621016	n/a	98621.016	48
100.654016	n/a	100654.016	4
102.655016	n/a	102655.016	14
103.670016	n/a	103670.016	20
108.671016	n/a	108671.016	49
110.038016	n/a	110038.016	1
110.538016	n/a	110538.016	48
111.305016	n/a	111305.016	5
113.305016	n/a	113305.016	16
114.318016	n/a	114318.016	22
119.322016	n/a	119322.016	49
120.772016	n/a	120772.016	1
121.272016	n/a	121272.016	48
121.888016	n/a	121888.016	5
123.888016	n/a	123888.016	14
124.904016	n/a	124904.016	20
129.905016	n/a	129905.016	49
131.473016	n/a	131473.016	2
131.973016	n/a	131973.016	48
132.822016	n/a	132822.016	7
134.823016	n/a	134823.016	16
135.835016	n/a	135835.016	22
140.839016	n/a	140839.016	49
142.239016	n/a	142239.016	2
142.739016	n/a	142739.016	48
